Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,target,retirementDate,retirementType,resignationReason
44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1.0,13,1,6.0,2,6,0,2,3.0,3.0,3.0,1.0,3.0,1,2016-06-28,Resignation,Others
53,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,1,Research Director,Divorced,40310,3.0,12,1,26.0,3,7,4,7,4.0,3.0,3.0,2.0,3.0,0,,No,No
29,Travel_Rarely,Research & Development,23,3,Medical,Male,1,Sales Executive,Married,79690,0.0,14,0,6.0,3,5,1,3,2.0,4.0,2.0,3.0,3.0,0,,No,No
22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0.0,24,0,1.0,5,0,0,0,3.0,4.0,3.0,2.0,4.0,1,2016-09-08,Resignation,Others
46,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Research Scientist,Married,165550,8.0,14,2,28.0,4,26,15,9,3.0,1.0,3.0,3.0,3.0,0,,No,No
44,Non-Travel,Research & Development,20,3,Life Sciences,Male,1,Sales Representative,Single,45560,2.0,13,0,6.0,4,0,0,0,4.0,3.0,3.0,3.0,3.0,0,,No,No
33,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Manager,Married,60910,1.0,15,0,5.0,6,5,1,4,2.0,3.0,3.0,1.0,3.0,0,,No,No
41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6.0,16,0,5.0,2,1,0,0,1.0,1.0,1.0,4.0,3.0,1,2016-08-06,Resignation,Others
30,Travel_Rarely,Sales,20,3,Marketing,Male,3,Sales Executive,Divorced,48100,8.0,18,0,8.0,3,4,0,3,3.0,1.0,3.0,2.0,3.0,0,,No,No
40,Travel_Frequently,Sales,9,3,Medical,Male,1,Manufacturing Director,Married,45230,5.0,16,1,5.0,5,0,0,0,2.0,2.0,3.0,4.0,3.0,0,,No,No
50,Travel_Frequently,Research & Development,25,4,Life Sciences,Female,2,Healthcare Representative,Married,32020,2.0,24,1,32.0,2,2,2,2,4.0,1.0,2.7614364135407135,3.0,4.0,0,,No,No
28,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,2,Research Scientist,Married,23510,1.0,16,0,6.0,4,6,3,3,4.0,1.0,3.0,3.0,3.0,0,,No,No
46,Travel_Rarely,Research & Development,8,4,Other,Male,3,Manager,Married,17020,5.0,21,0,25.0,2,4,0,3,4.0,2.0,3.0,3.0,4.0,0,,No,No
35,Travel_Rarely,Sales,4,4,Marketing,Male,1,Laboratory Technician,Married,180410,3.0,20,1,15.0,3,7,1,7,3.0,1.0,3.0,2.0,4.0,0,,No,No
24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1.0,19,1,1.0,5,1,0,0,4.0,2.0,1.0,3.0,3.0,1,2016-09-16,Resignation,Others
33,Travel_Frequently,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,20970,1.0,14,2,10.0,5,10,0,1,2.0,3.0,2.0,2.0,3.0,0,,No,No
36,Travel_Rarely,Research & Development,9,2,Medical,Male,2,Sales Executive,Divorced,119350,1.0,11,3,7.0,6,7,1,7,3.0,3.0,3.0,4.0,3.0,0,,No,No
30,Travel_Rarely,Sales,29,3,Marketing,Male,1,Sales Executive,Divorced,25460,1.0,14,1,10.0,2,10,8,9,3.0,3.0,2.0,3.0,3.0,0,,No,No
44,Travel_Rarely,Research & Development,3,4,Medical,Male,2,Research Scientist,Single,25640,1.0,12,3,20.0,3,20,13,17,4.0,4.0,3.0,1.0,3.0,0,,No,No
20,Travel_Rarely,Research & Development,18,4,Medical,Male,1,Human Resources,Single,84120,1.0,13,0,2.0,2,2,2,2,3.0,4.0,3.0,2.0,3.0,0,,No,No
46,Travel_Rarely,Sales,9,1,Medical,Female,1,Sales Executive,Divorced,141180,2.0,22,0,12.0,3,6,1,4,4.0,4.0,2.0,3.0,4.0,0,,No,No
42,Non-Travel,Research & Development,5,4,Medical,Male,5,Sales Executive,Married,170460,7.0,11,0,10.0,3,4,0,3,4.0,1.0,4.0,2.0,3.0,0,,No,No
60,Travel_Rarely,Sales,2,2,Life Sciences,Male,2,Sales Executive,Divorced,25640,0.0,14,1,12.0,3,11,1,9,2.0,4.0,3.0,3.0,3.0,0,,No,No
32,Travel_Frequently,Sales,10,3,Life Sciences,Female,1,Sales Executive,Married,102660,1.0,11,0,2.0,3,2,2,2,3.0,2.0,3.0,3.0,3.0,0,,No,No
32,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Research Scientist,Single,50700,4.0,12,1,10.0,6,8,0,7,4.0,3.0,3.0,3.0,3.0,0,,No,No
36,Travel_Rarely,Sales,3,2,Marketing,Male,4,Healthcare Representative,Divorced,178610,2.0,18,0,17.0,2,7,7,7,3.0,1.0,3.0,2.0,3.0,0,,No,No
33,Travel_Rarely,Sales,26,2,Marketing,Male,1,Research Scientist,Married,42300,0.0,12,0,15.0,0,14,4,10,1.0,4.0,3.0,3.0,3.0,0,,No,No
40,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Research Scientist,Divorced,37800,7.0,12,0,7.0,2,5,1,3,2.0,2.0,4.0,1.0,3.0,0,,No,No
25,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Laboratory Technician,Single,27680,0.0,22,1,5.0,0,4,1,1,3.0,4.0,3.0,3.0,4.0,0,,No,No
30,Travel_Rarely,Sales,9,3,Marketing,Female,1,Research Scientist,Married,90710,0.0,19,1,12.0,2,11,5,7,4.0,2.0,3.0,2.0,3.0,0,,No,No
42,Travel_Frequently,Human Resources,8,2,Medical,Male,1,Sales Executive,Married,106480,3.0,13,1,20.0,1,1,0,0,1.0,1.0,3.0,3.0,3.0,0,,No,No
35,Non-Travel,Research & Development,1,1,Life Sciences,Male,2,Sales Executive,Married,136100,4.0,22,2,16.0,4,13,4,12,3.0,4.0,2.0,2.0,4.0,0,,No,No
27,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Manufacturing Director,Married,34080,1.0,24,0,9.0,2,9,6,8,1.0,1.0,2.0,3.0,4.0,0,,No,No
54,Travel_Frequently,Research & Development,9,2,Medical,Male,2,Sales Representative,Divorced,29830,7.0,14,1,33.0,2,5,1,4,4.0,3.0,1.0,2.0,3.0,0,,No,No
44,Travel_Rarely,Human Resources,4,4,Life Sciences,Male,5,Laboratory Technician,Married,76320,1.0,21,0,10.0,3,10,7,7,1.0,4.0,3.0,3.0,4.0,0,,No,No
19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1.0,18,0,1.0,2,1,0,0,1.0,2.0,4.0,3.0,3.0,1,2016-05-02,Resignation,Salary
29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,1,Manufacturing Director,Divorced,99500,1.0,20,0,3.0,3,3,1,2,1.0,4.0,3.0,3.0,4.0,0,,No,No
54,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,Sales Executive,Married,20930,3.0,19,0,36.0,2,10,0,9,4.0,4.0,3.0,3.0,3.0,0,,No,No
31,Travel_Rarely,Research & Development,21,3,Life Sciences,Male,2,Laboratory Technician,Married,99800,1.0,12,0,6.0,1,6,0,1,3.0,1.0,2.0,3.0,3.0,0,,No,No
31,Travel_Rarely,Sales,24,1,Marketing,Female,1,Sales Executive,Single,38940,1.0,12,0,10.0,3,10,1,8,3.0,1.0,3.0,4.0,3.0,0,,No,No
59,Travel_Rarely,Research & Development,3,4,Technical Degree,Male,1,Research Scientist,Single,40510,5.0,16,3,13.0,3,6,0,5,3.0,4.0,3.0,3.0,3.0,0,,No,No
43,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,3,Laboratory Technician,Married,168350,3.0,17,1,25.0,3,8,0,7,3.0,4.0,3.0,3.0,3.0,0,,No,No
49,Travel_Rarely,Sales,14,4,Life Sciences,Male,2,Research Scientist,Married,62300,2.0,14,0,23.0,2,1,0,0,1.0,3.0,4.0,2.0,3.0,0,,No,No
36,Travel_Frequently,Sales,5,2,Marketing,Female,1,Laboratory Technician,Married,47170,1.0,19,1,12.0,3,11,0,7,3.0,2.0,2.0,3.0,3.0,0,,No,No
48,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,2,Laboratory Technician,Single,132370,5.0,13,1,7.0,2,1,0,0,4.0,2.0,2.0,4.0,3.0,0,,No,No
27,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,2,Laboratory Technician,Divorced,37550,1.0,19,0,5.0,2,5,0,3,1.0,3.0,3.0,3.0,3.0,0,,No,No
29,Travel_Rarely,Sales,17,4,Medical,Male,1,Laboratory Technician,Divorced,65820,1.0,19,1,6.0,3,6,1,0,3.0,4.0,3.0,3.0,3.0,0,,No,No
48,Travel_Rarely,Sales,1,1,Marketing,Male,2,Manufacturing Director,Single,74060,6.0,14,2,25.0,2,1,0,0,4.0,4.0,4.0,3.0,3.0,0,,No,No
29,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,2,Healthcare Representative,Divorced,48050,3.0,16,1,9.0,2,7,1,7,4.0,4.0,2.0,3.0,3.0,0,,No,No
34,Travel_Rarely,Sales,9,4,Medical,Female,2,Laboratory Technician,Married,27410,0.0,15,1,2.0,3,1,0,0,3.0,3.0,2.0,3.0,3.0,0,,No,No
44,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,1,Laboratory Technician,Married,42620,7.0,18,0,26.0,2,22,3,10,2.0,2.0,3.0,3.0,3.0,0,,No,No
33,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Research Scientist,Divorced,161840,0.0,13,1,10.0,2,9,0,8,4.0,3.0,3.0,4.0,3.0,0,,No,No
19,Travel_Rarely,Sales,2,4,Marketing,Male,3,Laboratory Technician,Single,115570,1.0,22,0,1.0,0,1,0,1,2.0,4.0,3.0,3.0,4.0,0,,No,No
23,Travel_Rarely,Sales,2,3,Medical,Male,3,Laboratory Technician,Married,18780,1.0,13,1,1.0,2,1,0,1,4.0,3.0,3.0,3.0,3.0,0,,No,No
25,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,0,3.0,4.0,3.0,3.0,3.0,1,2016-11-27,Fired,Fired
26,Travel_Rarely,Human Resources,9,3,Life Sciences,Male,2,Research Scientist,Single,68110,1.0,11,1,8.0,4,8,2,2,3.0,4.0,2.0,3.0,3.0,0,,No,No
45,Travel_Rarely,Human Resources,12,3,Human Resources,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,11,1.0,2.0,3.0,3.0,3.0,1,2016-07-02,Resignation,Salary
55,Non-Travel,Research & Development,27,3,Life Sciences,Female,2,Manager,Divorced,48590,1.0,24,1,34.0,3,33,15,0,4.0,2.0,3.0,4.0,4.0,0,,No,No
21,Travel_Frequently,Research & Development,20,2,Medical,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2,1.0,3.0,1.0,3.0,3.0,1,2016-09-20,Resignation,Salary
46,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manufacturing Director,Married,23400,2.0,13,1,26.0,2,11,0,8,4.0,2.0,3.0,1.0,3.0,0,,No,No
34,Travel_Rarely,Sales,13,4,Medical,Male,3,Sales Representative,Single,74910,0.0,14,1,4.0,3,3,0,2,3.0,1.0,3.0,2.0,3.0,0,,No,No
51,Travel_Frequently,Research & Development,14,3,Life Sciences,Male,2,Research Director,Divorced,105270,4.0,14,0,31.0,3,29,11,10,4.0,2.0,2.0,3.0,3.0,0,,No,No
59,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,2,Research Scientist,Single,165950,6.0,21,1,25.0,2,9,5,4,4.0,4.0,2.0,3.0,4.0,0,,No,No
34,Travel_Frequently,Sales,14,4,Medical,Female,3,Research Scientist,Divorced,88340,4.0,13,1,15.0,1,11,5,10,3.0,2.0,4.0,3.0,3.0,0,,No,No
28,Travel_Frequently,Research & Development,2,3,Other,Female,1,Manager,Single,55770,0.0,19,0,5.0,3,4,0,2,4.0,3.0,2.0,3.0,3.0,0,,No,No
44,Travel_Rarely,Research & Development,3,4,Life Sciences,Male,2,Research Scientist,Divorced,47070,1.0,17,0,26.0,4,25,14,13,3.0,1.0,2.0,1.0,3.0,0,,No,No
34,Travel_Frequently,Sales,1,3,Life Sciences,Male,2,Sales Executive,Married,24000,4.0,18,1,14.0,3,10,1,8,3.0,2.0,4.0,3.0,3.0,0,,No,No
35,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,4,Healthcare Representative,Married,98240,0.0,19,0,4.0,2,3,2,2,3.0,3.0,3.0,3.0,3.0,0,,No,No
42,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,1,Manager,Married,64470,6.0,13,0,18.0,3,1,0,0,2.0,2.0,3.0,3.0,3.0,0,,No,No
43,Travel_Rarely,Research & Development,7,2,Medical,Female,1,Laboratory Technician,Single,195020,3.0,18,2,23.0,3,21,15,17,4.0,4.0,4.0,4.0,3.0,0,,No,No
36,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Healthcare Representative,Single,27250,9.0,21,1,18.0,4,16,5,12,3.0,2.0,3.0,2.0,4.0,0,,No,No
44,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,5,1.0,4.0,3.0,3.0,3.0,1,2016-09-30,Resignation,Others
28,Travel_Frequently,Research & Development,2,3,Life Sciences,Female,2,Sales Representative,Married,21270,1.0,14,0,2.0,3,2,2,2,4.0,4.0,3.0,3.0,3.0,0,,No,No
51,Travel_Frequently,Sales,21,4,Medical,Male,2,Research Scientist,Single,182000,0.0,17,0,8.0,3,7,7,7,2.0,3.0,2.7614364135407135,3.0,3.0,0,,No,No
30,Non-Travel,Research & Development,2,4,Other,Male,1,Research Scientist,Single,20960,7.0,11,3,10.0,2,8,1,7,3.0,3.0,3.0,3.0,3.0,0,,No,No
29,Travel_Rarely,Research & Development,29,4,Technical Degree,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,7,2.0,3.0,3.0,3.0,3.0,1,2016-03-24,Resignation,Stress
28,Travel_Rarely,Sales,1,4,Life Sciences,Female,2,Sales Representative,Single,20330,2.0,15,1,5.0,5,3,1,2,4.0,1.0,2.0,3.0,3.0,0,,No,No
25,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,1,Research Scientist,Single,36220,1.0,25,0,2.0,0,2,2,1,4.0,2.0,2.0,3.0,4.0,0,,No,No
32,Travel_Rarely,Research & Development,10,4,Other,Female,1,Sales Executive,Married,42330,1.0,11,0,10.0,5,10,0,8,3.0,4.0,4.0,3.0,3.0,0,,No,No
45,Travel_Frequently,Research & Development,19,3,Medical,Male,3,Laboratory Technician,Single,36810,3.0,17,1,22.0,2,0,0,0,2.7236031927023947,2.0,3.0,3.0,3.0,0,,No,No
39,Travel_Rarely,Sales,29,1,Marketing,Female,1,Laboratory Technician,Divorced,54600,6.0,13,2,21.0,3,19,15,2,3.0,2.0,3.0,3.0,3.0,0,,No,No
58,Travel_Rarely,Research & Development,27,3,Other,Male,2,Laboratory Technician,Divorced,21870,1.0,18,1,2.0,1,2,2,2,1.0,3.0,3.0,1.0,3.0,0,,No,No
32,Travel_Rarely,Research & Development,5,3,Technical Degree,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,1,4.0,3.0,3.0,3.0,3.0,1,2016-07-25,Resignation,Salary
39,Travel_Rarely,Research & Development,18,2,Life Sciences,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,3,3.0,1.0,3.0,2.0,4.0,1,2016-12-01,Resignation,Others
30,Travel_Rarely,Sales,9,1,Marketing,Male,4,Research Director,Married,40890,0.0,18,0,10.0,2,9,6,7,1.0,4.0,3.0,4.0,3.0,0,,No,No
36,Travel_Rarely,Sales,1,3,Marketing,Male,2,Sales Executive,Married,166270,3.0,12,0,10.0,5,7,1,7,4.0,3.0,3.0,2.0,3.0,0,,No,No
46,Travel_Rarely,Sales,4,3,Medical,Male,1,Research Scientist,Single,26190,6.0,12,1,10.0,3,7,5,7,4.0,1.0,4.0,2.0,3.0,0,,No,No
28,Non-Travel,Research & Development,1,3,Medical,Male,5,Sales Executive,Married,56790,0.0,13,0,10.0,2,9,7,5,3.0,4.0,3.0,2.0,3.0,0,,No,No
50,Travel_Rarely,Research & Development,20,2,Medical,Female,5,Laboratory Technician,Married,154020,4.0,21,0,25.0,3,3,1,2,4.0,1.0,3.0,2.0,4.0,0,,No,No
40,Travel_Rarely,Sales,8,1,Other,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,0,4.0,2.0,3.0,2.0,3.0,1,2016-05-26,Resignation,Salary
52,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,3,Laboratory Technician,Single,25790,9.0,19,1,10.0,1,8,7,7,2.0,2.0,2.0,3.0,3.0,1,2016-05-09,Resignation,Others
30,Travel_Rarely,Research & Development,6,4,Medical,Female,1,Sales Executive,Married,30410,1.0,11,1,9.0,2,9,0,8,2.0,1.0,3.0,2.0,3.0,0,,No,No
39,Travel_Rarely,Research & Development,26,1,Medical,Male,2,Healthcare Representative,Single,34470,0.0,14,0,9.0,5,8,1,7,1.0,3.0,3.0,3.0,3.0,0,,No,No
31,Non-Travel,Research & Development,1,2,Medical,Male,1,Sales Executive,Divorced,195130,1.0,12,1,10.0,1,10,9,6,4.0,3.0,2.0,2.0,3.0,0,,No,No
41,Non-Travel,Sales,6,3,Life Sciences,Female,1,Research Director,Single,27730,1.0,11,0,19.0,3,19,11,9,3.0,2.0,3.0,3.0,3.0,0,,No,No
31,Travel_Frequently,Research & Development,3,1,Life Sciences,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2,4.0,2.0,4.0,3.0,3.0,1,2016-10-31,Resignation,Salary
44,Travel_Rarely,Sales,5,3,Life Sciences,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2,1.0,1.0,4.0,3.0,3.0,1,2016-08-27,Resignation,Others
42,Non-Travel,Research & Development,4,3,Life Sciences,Male,2,Laboratory Technician,Married,20830,0.0,12,2,21.0,3,20,2,10,3.0,3.0,2.0,2.0,3.0,0,,No,No
55,Travel_Rarely,Sales,11,3,Technical Degree,Male,2,Manufacturing Director,Married,83810,4.0,15,1,23.0,3,19,9,11,4.0,3.0,3.0,3.0,3.0,0,,No,No
56,Travel_Rarely,Sales,3,2,Medical,Female,3,Manufacturing Director,Single,26910,6.0,16,1,36.0,6,7,7,7,4.0,2.0,3.0,3.0,3.0,0,,No,No
40,Non-Travel,Research & Development,1,1,Life Sciences,Male,1,Laboratory Technician,Divorced,42860,9.0,15,0,6.0,6,4,0,0,3.0,3.0,3.0,3.0,3.0,0,,No,No
34,Travel_Rarely,Research & Development,3,2,Technical Degree,Male,2,Research Director,Divorced,26590,0.0,24,3,10.0,2,9,1,6,4.0,4.0,2.0,3.0,4.0,0,,No,No
40,Travel_Rarely,Sales,4,3,Medical,Male,2,Sales Executive,Single,94340,1.0,13,1,9.0,3,9,8,8,3.0,4.0,3.0,2.0,3.0,0,,No,No
41,Travel_Frequently,Sales,1,4,Other,Female,2,Healthcare Representative,Divorced,55610,0.0,11,0,10.0,2,9,1,7,3.0,1.0,3.0,2.0,3.0,0,,No,No
35,Travel_Frequently,Sales,1,2,Technical Degree,Male,2,Manager,Single,66460,1.0,13,1,9.0,2,9,1,1,3.0,3.0,3.0,2.0,3.0,0,,No,No
51,Travel_Rarely,Sales,18,2,Life Sciences,Male,4,Manufacturing Director,Divorced,77250,1.0,13,1,33.0,2,33,0,10,3.0,2.0,3.0,3.0,3.0,0,,No,No
38,Travel_Rarely,Sales,2,4,Life Sciences,Female,1,Research Scientist,Divorced,107250,3.0,18,0,11.0,5,7,1,7,2.0,1.0,3.0,2.0,3.0,0,,No,No
34,Travel_Rarely,Sales,4,3,Life Sciences,Male,2,Research Scientist,Single,88470,1.0,16,0,10.0,3,10,9,6,3.0,1.0,4.0,4.0,3.0,0,,No,No
25,Travel_Rarely,Research & Development,6,2,Medical,Female,4,Research Scientist,Married,20450,3.0,19,0,7.0,3,3,1,2,4.0,4.0,2.0,3.0,3.0,0,,No,No
58,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,9,3.0,1.0,2.0,4.0,3.0,1,2016-10-03,Resignation,Others
40,Travel_Rarely,Research & Development,14,4,Medical,Female,1,Research Scientist,Married,33480,3.0,22,0,7.0,2,4,0,3,2.0,2.0,3.0,1.0,4.0,0,,No,No
36,Travel_Frequently,Sales,16,2,Life Sciences,Male,1,Research Scientist,Married,12810,2.0,11,0,17.0,2,15,6,13,1.0,1.0,2.0,3.0,3.0,0,,No,No
48,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,Research Scientist,Single,28190,1.0,20,0,11.0,2,10,0,8,4.0,4.0,3.0,2.0,4.0,0,,No,No
27,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,48510,8.0,18,0,5.0,2,1,0,0,3.0,2.728246013667426,3.0,3.0,3.0,0,,No,No
51,Travel_Rarely,Research & Development,4,1,Medical,Female,3,Manufacturing Director,Single,40280,3.0,14,0,29.0,3,5,0,3,4.0,2.0,2.0,3.0,3.0,0,,No,No
18,Non-Travel,Research & Development,1,4,Medical,Male,2,Sales Executive,Single,27200,1.0,22,1,0.0,2,0,0,0,4.0,4.0,4.0,3.0,4.0,0,,No,No
35,Travel_Rarely,Research & Development,1,4,Other,Female,2,Research Director,Married,81200,0.0,13,0,10.0,2,9,0,0,4.0,4.0,3.0,2.0,3.0,0,,No,No
27,Travel_Frequently,Research & Development,26,4,Medical,Female,1,Research Director,Single,46470,3.0,17,0,8.0,3,6,0,0,4.0,4.0,3.0,4.0,3.0,0,,No,No
55,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,8,1.0,3.0,2.0,4.0,3.0,1,2016-03-03,Resignation,Stress
56,Travel_Rarely,Research & Development,24,4,Life Sciences,Male,2,Laboratory Technician,Married,32210,4.0,15,2,33.0,2,19,15,9,4.0,2.0,3.0,3.0,3.0,0,,No,No
34,Non-Travel,Sales,1,2,Life Sciences,Male,2,Research Scientist,Divorced,86210,1.0,17,1,5.0,1,5,0,0,1.0,3.0,3.0,3.0,3.0,0,,No,No
40,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Divorced,45770,5.0,11,1,15.0,3,12,11,8,2.0,3.0,3.0,2.0,3.0,0,,No,No
34,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,1,Research Scientist,Married,45530,4.0,18,1,10.0,2,8,7,7,2.0,3.0,3.0,4.0,3.0,0,,No,No
31,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,0,3.0,4.0,4.0,1.0,3.0,1,2016-07-08,Resignation,Others
35,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2,4.0,3.0,2.0,3.0,3.0,1,2016-07-20,Fired,Fired
38,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Sales Representative,Divorced,76250,1.0,15,0,4.0,2,4,0,3,4.0,3.0,3.0,2.0,3.0,0,,No,No
34,Travel_Rarely,Research & Development,10,4,Other,Female,2,Laboratory Technician,Single,74120,1.0,24,0,14.0,4,14,4,11,3.0,4.0,4.0,3.0,4.0,0,,No,No
28,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Healthcare Representative,Married,111590,1.0,12,0,5.0,2,5,0,4,3.0,1.0,3.0,3.0,3.0,0,,No,No
31,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,7,4.0,3.0,2.0,2.0,3.0,1,2016-04-28,Resignation,Others
39,Travel_Rarely,Research & Development,17,4,Technical Degree,Female,2,Healthcare Representative,Married,104750,3.0,11,1,8.0,3,5,1,4,1.0,4.0,4.0,3.0,3.0,0,,No,No
51,Travel_Frequently,Research & Development,20,3,Medical,Male,2,Sales Executive,Married,148140,2.0,11,1,14.0,2,4,3,2,2.0,2.0,3.0,2.0,3.0,0,,No,No
41,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,4,Sales Executive,Divorced,191410,3.0,12,1,12.0,2,6,3,3,4.0,4.0,2.0,3.0,3.0,0,,No,No
37,Travel_Rarely,Research & Development,2,2,Medical,Female,1,Healthcare Representative,Married,54050,7.0,15,0,8.0,3,6,1,3,3.0,3.0,3.0,4.0,3.0,0,,No,No
33,Travel_Frequently,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,87930,6.0,17,0,8.0,2,5,1,2,2.0,4.0,4.0,3.0,3.0,0,,No,No
32,Travel_Rarely,Research & Development,1,4,Medical,Male,5,Research Director,Married,191890,0.0,12,1,4.0,3,3,1,2,3.0,2.0,2.0,3.0,3.0,0,,No,No
39,Non-Travel,Research & Development,29,2,Life Sciences,Male,2,Sales Executive,Married,38750,3.0,15,0,13.0,3,6,0,5,3.0,3.0,3.0,3.0,3.0,0,,No,No
25,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,1,Sales Executive,Married,22160,2.0,13,3,6.0,2,3,1,2,1.0,3.0,2.0,2.0,3.0,0,,No,No
52,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,Sales Executive,Married,117130,2.0,14,0,24.0,2,5,0,2,4.0,3.0,2.0,3.0,3.0,0,,No,No
43,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Laboratory Technician,Single,78610,1.0,14,2,20.0,1,20,1,8,1.0,3.0,1.0,3.0,3.0,0,,No,No
27,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Married,37080,1.0,16,2,6.0,2,6,4,4,4.0,4.0,3.0,3.0,3.0,0,,No,No
27,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,7,4.0,3.0,3.0,4.0,3.0,1,2016-06-16,Fired,Fired
26,Travel_Rarely,Research & Development,2,2,Other,Male,3,Laboratory Technician,Single,53040,0.0,20,1,5.0,2,4,1,1,1.0,4.0,3.0,3.0,4.0,0,,No,No
42,Travel_Rarely,Sales,23,3,Marketing,Female,3,Research Scientist,Married,26420,0.0,13,1,21.0,3,20,0,9,3.0,1.0,3.0,3.0,3.0,0,,No,No
52,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,1,Healthcare Representative,Married,27590,9.0,18,1,12.0,6,5,0,4,3.0,1.0,1.0,3.0,3.0,0,,No,No
37,Travel_Rarely,Research & Development,20,5,Life Sciences,Male,2,Manager,Single,68040,4.0,13,1,8.0,1,3,0,2,1.0,3.0,3.0,3.0,3.0,0,,No,No
35,Travel_Frequently,Research & Development,6,4,Medical,Female,2,Research Director,Single,61420,2.0,15,1,10.0,2,2,2,2,3.0,4.0,3.0,3.0,3.0,0,,No,No
25,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Sales Executive,Married,25000,4.0,14,2,7.0,2,3,0,2,1.0,4.0,2.0,1.0,3.0,0,,No,No
